"sample","Salt","RH","mol","RH_cryst"
"BS-05","water",73,1.62165145,35.4
"BS-05","water",72.5,1.58122173,35.4
"BS-05","water",72,1.5422082,35.4
"BS-05","water",71.5,1.50451616,35.4
"BS-05","water",71,1.46804312,35.4
"BS-05","water",70.5,1.43266921,35.4
"BS-05","water",70,1.3982413,35.4
"BS-05","water",69.5,1.36454672,35.4
"BS-05","water",69,1.33126974,35.4
"BS-05","water",68.5,1.29792096,35.4
"BS-05","water",68,1.26372624,35.4
"BS-05","water",67.5,1.22746358,35.4
"BS-05","water",67,1.18725565,35.4
"BS-05","water",66.5,1.14039511,35.4
"BS-05","water",66,1.08344742,35.4
"BS-05","water",65.5,1.01312656,35.4
"BS-05","water",65,0.92842214,35.4
"BS-05","water",64.5,0.83331822,35.4
"BS-05","water",64,0.73730169,35.4
"BS-05","water",63.5,0.6513172,35.4
"BS-05","water",63,0.58204176,35.4
"BS-05","water",62.5,0.52984329,35.4
"BS-05","water",62,0.49092759,35.4
"BS-05","water",61.5,0.46028208,35.4
"BS-05","water",61,0.43336721,35.4
"BS-05","water",60.5,0.4067618,35.4
"BS-05","water",60,0.37857951,35.4
"BS-05","water",59.5,0.34892824,35.4
"BS-05","water",59,0.31982201,35.4
"BS-05","water",58.5,0.29393515,35.4
"BS-05","water",58,0.27295701,35.4
"BS-05","water",57.5,0.25698312,35.4
"BS-05","water",57,0.24507118,35.4
"BS-05","water",56.5,0.23603055,35.4
"BS-05","water",56,0.22886349,35.4
"BS-05","water",55.5,0.22287139,35.4
"BS-05","water",55,0.21760902,35.4
"BS-05","water",54.5,0.21280673,35.4
"BS-05","water",54,0.20830551,35.4
"BS-05","water",53.5,0.20401269,35.4
"BS-05","water",53,0.1998743,35.4
"BS-05","water",52.5,0.19585862,35.4
"BS-05","water",52,0.19194667,35.4
"BS-05","water",51.5,0.18812667,35.4
"BS-05","water",51,0.18439098,35.4
"BS-05","water",50.5,0.18073434,35.4
"BS-05","water",50,0.17715285,35.4
"BS-05","water",49.5,0.1736434,35.4
"BS-05","water",49,0.1702034,35.4
"BS-05","water",48.5,0.16683054,35.4
"BS-05","water",48,0.16352272,35.4
"BS-05","water",47.5,0.16027797,35.4
"BS-05","water",47,0.15709445,35.4
"BS-05","water",46.5,0.15397034,35.4
"BS-05","water",46,0.1509039,35.4
"BS-05","water",45.5,0.14789339,35.4
"BS-05","water",45,0.14493703,35.4
"BS-05","water",44.5,0.14203293,35.4
"BS-05","water",44,0.13917895,35.4
"BS-05","water",43.5,0.13637252,35.4
"BS-05","water",43,0.13361027,35.4
"BS-05","water",42.5,0.13088743,35.4
"BS-05","water",42,0.12819682,35.4
"BS-05","water",41.5,0.12552712,35.4
"BS-05","water",41,0.12285995,35.4
"BS-05","water",40.5,0.12016497,35.4
"BS-05","water",40,0.11739179,35.4
"BS-05","water",39.5,0.11445672,35.4
"BS-05","water",39,0.11122233,35.4
"BS-05","water",38.5,0.10746775,35.4
"BS-05","water",38,0.1028529,35.4
"BS-05","water",37.5,0.09689366,35.4
"BS-05","water",37,0.08899823,35.4
"BS-05","water",36.5,0.07865596,35.4
"BS-05","water",36,0.06584208,35.4
"BS-05","water",35.5,0.05145598,35.4
"BS-05","water",35,0.03726647,35.4
"BS-05","water",34.5,0.0250943,35.4
"BS-05","water",34,0.01590506,35.4
"BS-05","water",33.5,0.00963992,35.4
"BS-05","water",33,0.00566873,35.4
"BS-05","water",32.5,0.00327,35.4
"BS-05","water",32,0.00186419,35.4
"BS-05","water",31.5,0.00105525,35.4
"BS-05","water",31,0.00059481,35.4
"BS-05","water",30.5,0.00033442,35.4
"BS-05","water",30,0.00018772,35.4
"BS-05","water",29.5,0.00010527,35.4
"BS-05","water",29,5.899e-05,35.4
"BS-05","water",28.5,3.304e-05,35.4
"BS-05","water",28,1.85e-05,35.4
"BS-05","water",27.5,1.035e-05,35.4
"BS-05","water",27,5.79e-06,35.4
"BS-05","water",26.5,3.24e-06,35.4
"BS-05","water",26,1.81e-06,35.4
"BS-05","water",25.5,1.01e-06,35.4
"BS-05","water",25,5.7e-07,35.4
"BS-05","water",24.5,3.2e-07,35.4
"BS-05","water",24,1.8e-07,35.4
"BS-05","water",23.5,1e-07,35.4
"BS-05","water",23,5e-08,35.4
"BS-05","water",22.5,3e-08,35.4
"BS-05","water",22,2e-08,35.4
"BS-05","water",21.5,1e-08,35.4
"BS-05","water",21,1e-08,35.4
"BS-05","water",20.5,0,35.4
"BS-05","water",20,0,35.4
"BS-05","water",19.5,0,35.4
"BS-05","water",19,0,35.4
"BS-05","water",18.5,0,35.4
"BS-05","water",18,0,35.4
"BS-05","water",17.5,0,35.4
"BS-05","water",17,0,35.4
"BS-05","water",16.5,0,35.4
"BS-05","water",16,0,35.4
"BS-05","water",15.5,0,35.4
"BS-05","water",15,0,35.4
