"h","doy","hod","out_T","out_RH","gal_T","gal_RH","case_T","case_RH","hvac","gal_M_fix","case_M_fix","gal_M_pkg","gal_LIM","case_LIM","gal_DP"
2168,242,7,29.19,92.04,25.71,75.12,25.35,66.17,0,0.2358,0.1843,2.6604,74.41,74.46,20.97
2169,242,8,31.11,85.77,26.1,75.66,25.5,66.28,0,0.2351,0.1836,2.6604,74.37,74.44,21.46
2170,242,9,31.98,83.5,24.91,68.38,25.38,66.3,1,0.2344,0.183,2.6604,74.52,74.45,18.69
2171,242,10,31.22,79.29,24.29,63.29,25.16,66.27,1,0.2338,0.1823,2.6604,74.61,74.48,16.87
2172,242,11,31.23,77.15,24.15,60.37,24.96,66.2,1,0.2331,0.1816,2.6604,74.63,74.51,15.99
2173,242,12,32.42,72.46,24.13,58.29,24.79,66.11,1,0.2324,0.181,2.6604,74.64,74.53,15.43
2174,242,13,33.41,69.51,24,57.44,24.63,66.02,1,0.2318,0.1803,2.6604,74.66,74.56,15.08
2175,242,14,32.53,68.21,24,56.41,24.51,65.91,1,0.2311,0.1796,2.6604,74.66,74.58,14.8
2176,242,15,33.28,66.18,24.11,55.96,24.43,65.8,1,0.2304,0.179,2.6604,74.64,74.59,14.78
2177,242,16,33.45,67,24.07,55.73,24.36,65.69,1,0.2298,0.1783,2.6604,74.65,74.6,14.68
2178,242,17,31.87,67.98,24.62,56.5,24.41,65.58,0,0.2291,0.1776,2.6604,74.56,74.59,15.4
2179,242,18,32.18,69.1,25.08,57.73,24.55,65.5,0,0.2284,0.177,2.6604,74.49,74.57,16.17
2180,242,19,31.38,75.16,25.48,58.95,24.73,65.42,0,0.2278,0.1763,2.6604,74.44,74.54,16.87
2181,242,20,30.96,78.41,25.81,60.16,24.95,65.37,0,0.2271,0.1756,2.6604,74.4,74.51,17.51
2182,242,21,28.07,83.09,25.87,61.92,25.13,65.33,0,0.2264,0.175,2.6604,74.39,74.49,18.02
2183,242,22,28.02,85.87,25.93,63.83,25.29,65.31,0,0.2258,0.1743,2.6604,74.39,74.47,18.56
2184,242,23,27.88,88.51,26.09,65.78,25.45,65.32,0,0.2251,0.1736,2.6604,74.37,74.44,19.19
2185,243,0,25.02,89.02,25.94,67.41,25.55,65.34,0,0.2244,0.173,2.6604,74.39,74.43,19.43
2186,243,1,24.25,83.73,25.71,68.36,25.58,65.37,0,0.2238,0.1723,2.6604,74.41,74.43,19.44
2187,243,2,24.45,85.73,25.57,69.63,25.58,65.42,0,0.2231,0.1716,2.6604,74.43,74.43,19.61
2188,243,3,25.86,89.1,25.62,71.14,25.59,65.48,0,0.2224,0.171,2.6604,74.42,74.43,20.01
2189,243,4,24.56,98.61,25.38,72.9,25.55,65.57,0,0.2218,0.1703,2.6604,74.45,74.43,20.17
2190,243,5,25.42,88.27,25.31,73.79,25.5,65.66,0,0.2211,0.1696,2.6604,74.46,74.44,20.3
2191,243,6,25.85,86.88,25.28,75.18,25.46,65.76,0,0.2204,0.169,2.6604,74.47,74.44,20.57
2192,243,7,24.56,96.38,25.16,76.93,25.4,65.89,0,0.2198,0.1683,2.6604,74.48,74.45,20.83
2193,243,8,26.91,85.98,25.16,77.39,25.35,66.02,0,0.2191,0.1676,2.6604,74.48,74.46,20.93
2194,243,9,28.32,80.25,25.23,77.63,25.33,66.14,0,0.2184,0.167,2.6604,74.47,74.46,21.04
2195,243,10,29.12,79.27,25.55,77.87,25.37,66.27,0,0.2178,0.1663,2.6604,74.43,74.46,21.4
2196,243,11,30.01,78.96,25.75,77.92,25.45,66.4,0,0.2171,0.1656,2.6604,74.41,74.45,21.61
2197,243,12,30.37,73.6,26.06,77.88,25.57,66.53,0,0.2164,0.165,2.6604,74.37,74.43,21.9
2198,243,13,30.95,70.39,26.33,77.55,25.72,66.65,0,0.2158,0.1643,2.6604,74.35,74.41,22.09
2199,243,14,31.4,66.4,26.63,76.89,25.9,66.77,0,0.2151,0.1636,2.6604,74.32,74.39,22.24
2200,243,15,31.67,63.71,26.99,75.83,26.12,66.87,0,0.2144,0.163,2.6604,74.28,74.37,22.37
2201,243,16,31.53,61.84,27.25,74.7,26.35,66.96,0,0.2138,0.1623,2.6604,74.26,74.34,22.37
2202,243,17,31.16,66.91,27.43,74.3,26.56,67.04,0,0.2131,0.1616,2.6604,74.25,74.32,22.45
2203,243,18,29.14,69.65,27.39,73.98,26.73,67.11,0,0.2124,0.161,2.6604,74.25,74.31,22.34
2204,243,19,28.45,69.8,27.41,74.02,26.87,67.19,0,0.2118,0.1603,2.6604,74.25,74.3,22.36
2205,243,20,27.81,69.46,27.44,74.28,26.98,67.27,0,0.2111,0.1596,2.6604,74.25,74.29,22.46
2206,243,21,25.61,71.73,27.22,74.04,27.03,67.35,0,0.2104,0.159,2.6604,74.27,74.28,22.19
2207,243,22,24.78,75.54,26.9,73.81,27,67.42,0,0.2098,0.1583,2.6604,74.29,74.28,21.83
2208,243,23,23.68,75.96,26.6,73.92,26.92,67.49,0,0.2091,0.1576,2.6604,74.32,74.29,21.57
2209,244,0,22.44,76.39,26.16,74.07,26.77,67.56,0,0.2084,0.157,2.6604,74.36,74.3,21.18
2210,244,1,23.15,77.55,25.85,74.62,26.59,67.64,0,0.2078,0.1563,2.6604,74.4,74.32,21
2211,244,2,23.83,76,25.6,75.02,26.39,67.72,0,0.2071,0.1556,2.6604,74.43,74.34,20.84
2212,244,3,23.84,76.14,25.32,75.12,26.18,67.8,0,0.2064,0.155,2.6604,74.46,74.36,20.6
2213,244,4,24.74,80.59,25.19,74.92,25.98,67.88,0,0.2058,0.1543,2.6604,74.48,74.38,20.43
2214,244,5,25.95,81.22,25.12,75.07,25.81,67.96,0,0.2051,0.1536,2.6604,74.49,74.4,20.39
2215,244,6,28.83,78.13,25.33,74.98,25.71,68.04,0,0.2044,0.153,2.6604,74.46,74.41,20.57
2216,244,7,29.12,77.21,25.56,75.19,25.68,68.12,0,0.2038,0.1523,2.6604,74.43,74.42,20.85
2217,244,8,30.11,72.64,25.81,75.43,25.71,68.2,0,0.2031,0.1516,2.6604,74.4,74.41,21.13
2218,244,9,29.91,73.65,24.85,68.38,25.54,68.2,1,0.2024,0.151,2.6604,74.53,74.43,18.63
2219,244,10,31.25,71.2,24.44,63.96,25.32,68.16,1,0.2018,0.1503,2.6604,74.59,74.46,17.18
2220,244,11,30.27,78.65,24.28,61.09,25.11,68.08,1,0.2011,0.1496,2.6604,74.61,74.49,16.31
2221,244,12,30.35,77.32,24.06,58.56,24.9,67.97,1,0.2004,0.149,2.6604,74.65,74.52,15.44
2222,244,13,32.89,67.12,24.04,57.19,24.73,67.85,1,0.1998,0.1483,2.6604,74.65,74.54,15.05
2223,244,14,32.94,64.2,24.1,56.16,24.6,67.72,1,0.1991,0.1476,2.6604,74.64,74.56,14.82
2224,244,15,32.56,62.35,24.05,55.68,24.49,67.59,1,0.1984,0.147,2.6604,74.65,74.58,14.64
2225,244,16,31.63,62.43,24.02,55.75,24.4,67.46,1,0.1978,0.1463,2.6604,74.66,74.59,14.63
2226,244,17,30.3,67.37,24.42,57.38,24.4,67.35,0,0.1971,0.1456,2.6604,74.59,74.59,15.45
2227,244,18,31.6,70.77,24.88,58.07,24.5,67.24,0,0.1964,0.145,2.6604,74.52,74.58,16.07
2228,244,19,30.54,73.41,25.25,58.63,24.65,67.15,0,0.1958,0.1443,2.6604,74.47,74.56,16.57
2229,244,20,30.75,73.13,25.58,59.84,24.84,67.07,0,0.1951,0.1436,2.6604,74.43,74.53,17.2
2230,244,21,28.81,87.5,25.72,62.2,25.01,67.01,0,0.1944,0.1429,2.6604,74.41,74.5,17.94
2231,244,22,28.89,81.09,25.83,63.61,25.18,66.97,0,0.1938,0.1423,2.6604,74.4,74.48,18.41
2232,244,23,28.49,85.58,26.02,65.27,25.34,66.96,0,0.1931,0.1416,2.6604,74.38,74.46,19
2233,245,0,28.63,89.36,26.11,67.06,25.5,66.96,0,0.1924,0.1409,2.6604,74.37,74.44,19.52
2234,245,1,27.98,96.57,26.15,68.89,25.63,66.98,0,0.1918,0.1403,2.6604,74.36,74.42,19.99
2235,245,2,27.61,96.09,26.27,70.54,25.76,67.02,0,0.1911,0.1396,2.6604,74.35,74.41,20.49
2236,245,3,26.31,98,26.2,72.1,25.84,67.07,0,0.1904,0.1389,2.6604,74.36,74.4,20.78
2237,245,4,24.78,96.91,25.93,73.76,25.86,67.15,0,0.1898,0.1383,2.6604,74.39,74.4,20.89
2238,245,5,24.57,94.63,25.66,75.18,25.82,67.24,0,0.1891,0.1376,2.6604,74.42,74.4,20.93
2239,245,6,24.2,90.2,25.43,76.4,25.74,67.34,0,0.1884,0.1369,2.6604,74.45,74.41,20.97
2240,245,7,25.71,84.66,25.3,76.85,25.65,67.44,0,0.1878,0.1363,2.6604,74.46,74.42,20.95
2241,245,8,27.74,83.32,25.34,77.54,25.59,67.56,0,0.1871,0.1356,2.6604,74.46,74.43,21.13
2242,245,9,27.79,81.51,24.63,69.52,25.4,67.58,1,0.1864,0.1349,2.6604,74.56,74.45,18.69
2243,245,10,28.03,77.75,24.32,63.97,25.18,67.54,1,0.1858,0.1343,2.6604,74.61,74.48,17.07
2244,245,11,29.44,73.06,24.11,60.7,24.97,67.46,1,0.1851,0.1336,2.6604,74.64,74.51,16.04
2245,245,12,28.83,71.7,24.05,58.62,24.79,67.36,1,0.1844,0.1329,2.6604,74.65,74.54,15.45
2246,245,13,30.56,68.38,23.98,57.19,24.62,67.25,1,0.1837,0.1323,2.6604,74.66,74.56,14.99
2247,245,14,30.19,64.45,23.98,56.72,24.5,67.13,1,0.1831,0.1316,2.6604,74.66,74.58,14.87
2248,245,15,29.96,60.32,23.98,56.49,24.39,67.02,1,0.1824,0.1309,2.6604,74.66,74.6,14.8
2249,245,16,30.03,62,23.92,55.7,24.3,66.89,1,0.1817,0.1303,2.6604,74.67,74.61,14.53
2250,245,17,31.27,61.92,24.45,56.23,24.33,66.77,0,0.1811,0.1296,2.6604,74.59,74.61,15.17
2251,245,18,31.65,63.6,24.96,56.68,24.46,66.66,0,0.1804,0.1289,2.6604,74.51,74.59,15.77
2252,245,19,32.37,68.36,25.43,57.76,24.65,66.56,0,0.1797,0.1283,2.6604,74.45,74.56,16.5
2253,245,20,31.14,71.44,25.77,58.87,24.88,66.48,0,0.1791,0.1276,2.6604,74.41,74.52,17.12
2254,245,21,29.17,75.47,25.91,60.14,25.08,66.41,0,0.1784,0.1269,2.6604,74.39,74.49,17.59
2255,245,22,29.92,79.09,26.21,61.29,25.31,66.35,0,0.1777,0.1263,2.6604,74.36,74.46,18.17
2256,245,23,26.78,78.25,26.18,62.48,25.48,66.31,0,0.1771,0.1256,2.6604,74.36,74.44,18.45
2257,246,0,26.12,79.61,26.07,63.82,25.6,66.28,0,0.1764,0.1249,2.6604,74.37,74.43,18.69
2258,246,1,25.49,85.52,25.89,64.95,25.66,66.26,0,0.1757,0.1243,2.6604,74.39,74.42,18.8
2259,246,2,25.06,96.86,25.67,67.73,25.66,66.28,0,0.1751,0.1236,2.6604,74.42,74.42,19.26
2260,246,3,25.99,86.47,25.52,69.47,25.63,66.31,0,0.1744,0.1229,2.6604,74.44,74.42,19.52
2261,246,4,26.27,89.25,25.45,70.26,25.6,66.36,0,0.1737,0.1223,2.6604,74.44,74.43,19.64
2262,246,5,26.09,86.68,25.45,71.54,25.57,66.42,0,0.1731,0.1216,2.6604,74.44,74.43,19.93
2263,246,6,26.21,85.53,25.45,72.54,25.54,66.48,0,0.1724,0.1209,2.6604,74.45,74.43,20.15
2264,246,7,27.11,81.73,25.43,72.45,25.52,66.55,0,0.1717,0.1203,2.6604,74.45,74.44,20.11
2265,246,8,27.48,80.11,25.53,73.03,25.52,66.62,0,0.1711,0.1196,2.6604,74.43,74.44,20.34
2266,246,9,28.21,77.46,24.71,66.39,25.36,66.62,1,0.1704,0.1189,2.6604,74.55,74.46,18.03
2267,246,10,28.3,76.56,24.34,62.63,25.16,66.58,1,0.1697,0.1183,2.6604,74.6,74.48,16.75
2268,246,11,29.09,72.04,24.1,59.42,24.94,66.5,1,0.1691,0.1176,2.6604,74.64,74.51,15.7
2269,246,12,29.32,71.77,23.97,57.65,24.75,66.4,1,0.1684,0.1169,2.6604,74.66,74.54,15.11
2270,246,13,29.46,68.54,24.02,56.79,24.6,66.29,1,0.1677,0.1163,2.6604,74.66,74.56,14.92
2271,246,14,29.24,67.73,24.02,56,24.49,66.18,1,0.1671,0.1156,2.6604,74.66,74.58,14.7
2272,246,15,28.04,68.06,24.09,55.65,24.41,66.06,1,0.1664,0.1149,2.6604,74.64,74.59,14.67
2273,246,16,28.53,66.86,24,55.4,24.33,65.94,1,0.1657,0.1143,2.6604,74.66,74.61,14.52
2274,246,17,28.46,67.57,24.3,56.29,24.32,65.83,0,0.1651,0.1136,2.6604,74.61,74.61,15.05
2275,246,18,28.59,67.81,24.52,56.49,24.36,65.73,0,0.1644,0.1129,2.6604,74.58,74.6,15.3
2276,246,19,26.99,70.15,24.55,57.28,24.4,65.64,0,0.1637,0.1123,2.6604,74.57,74.59,15.54
2277,246,20,26.26,72.73,24.63,58.34,24.44,65.56,0,0.1631,0.1116,2.6604,74.56,74.59,15.91
2278,246,21,26.53,73.78,24.62,59.36,24.48,65.49,0,0.1624,0.1109,2.6604,74.56,74.58,16.17
2279,246,22,26.49,75.65,24.65,60.08,24.51,65.43,0,0.1617,0.1103,2.6604,74.55,74.58,16.39
2280,246,23,25.14,80.96,24.53,61.33,24.52,65.38,0,0.1611,0.1096,2.6604,74.57,74.58,16.6
2281,247,0,25.32,83.12,24.54,62.57,24.52,65.35,0,0.1604,0.1089,2.6604,74.57,74.58,16.92
2282,247,1,23.07,82.86,24.27,63.67,24.47,65.33,0,0.1597,0.1083,2.6604,74.62,74.58,16.94
2283,247,2,22.52,81.96,24.03,64.53,24.38,65.32,0,0.1591,0.1076,2.6604,74.65,74.6,16.93
2284,247,3,23.49,80.48,23.86,65.66,24.28,65.33,0,0.1584,0.1069,2.6604,74.68,74.61,17.04
2285,247,4,22.89,78.85,23.7,65.98,24.16,65.33,0,0.1577,0.1063,2.6604,74.71,74.63,16.97
2286,247,5,22.34,78.18,23.43,66.53,24.02,65.35,0,0.1571,0.1056,2.6604,74.76,74.66,16.84
2287,247,6,23.62,75.88,23.42,67.2,23.9,65.37,0,0.1564,0.1049,2.6604,74.76,74.68,16.99
2288,247,7,24.2,74.29,23.37,67.39,23.79,65.39,0,0.1557,0.1043,2.6604,74.77,74.7,16.98
2289,247,8,25.8,69.9,23.5,67.42,23.73,65.41,0,0.1551,0.1036,2.6604,74.75,74.71,17.12
2290,247,9,26.35,68.96,23.76,62.81,23.74,65.38,1,0.1544,0.1029,2.6604,74.7,74.71,16.25
2291,247,10,29.02,65.51,23.88,60.19,23.77,65.33,1,0.1537,0.1023,2.6604,74.68,74.7,15.69
2292,247,11,29.41,63.85,23.95,58.73,23.8,65.25,1,0.1531,0.1016,2.6604,74.67,74.69,15.38
2293,247,12,30.93,60.14,23.93,57.8,23.83,65.17,1,0.1524,0.1009,2.6604,74.67,74.69,15.11
2294,247,13,30.92,56.75,24,56.41,23.86,65.07,1,0.1517,0.1003,2.6604,74.66,74.68,14.8
2295,247,14,30.06,56.01,24.02,55.78,23.89,64.97,1,0.1511,0.0996,2.6604,74.66,74.68,14.64
2296,247,15,29.18,56.17,24.05,55.29,23.92,64.86,1,0.1504,0.0989,2.6604,74.65,74.67,14.53
2297,247,16,29.09,58.3,24.05,55.57,23.95,64.76,1,0.1497,0.0983,2.6604,74.65,74.67,14.61
2298,247,17,28.34,59.88,24.29,56.3,24.02,64.66,0,0.1491,0.0976,2.6604,74.61,74.66,15.04
2299,247,18,28.44,63.65,24.55,56.52,24.12,64.57,0,0.1484,0.0969,2.6604,74.57,74.64,15.34
2300,247,19,27.9,66.13,24.76,57.4,24.25,64.49,0,0.1477,0.0963,2.6604,74.54,74.62,15.78
2301,247,20,27.99,69.22,24.91,58.06,24.38,64.42,0,0.1471,0.0956,2.6604,74.52,74.6,16.1
2302,247,21,27.59,74.77,25.01,59.6,24.51,64.37,0,0.1464,0.0949,2.6604,74.5,74.58,16.6
2303,247,22,27.11,78.7,25.2,60.85,24.65,64.33,0,0.1457,0.0943,2.6604,74.48,74.56,17.11
2304,247,23,25.99,80.65,25.15,61.98,24.75,64.3,0,0.1451,0.0936,2.6604,74.48,74.54,17.35
2305,248,0,22.89,93.58,24.86,63.44,24.77,64.29,0,0.1444,0.0929,2.6604,74.52,74.54,17.45
2306,248,1,22.5,85.92,24.54,64.91,24.73,64.3,0,0.1437,0.0923,2.6604,74.57,74.54,17.51
2307,248,2,21.87,86.52,24.18,65.85,24.62,64.32,0,0.1431,0.0916,2.6604,74.63,74.56,17.39
2308,248,3,19.97,96.38,23.73,67.92,24.44,64.36,0,0.1424,0.0909,2.6604,74.71,74.59,17.46
2309,248,4,22.22,85.24,23.48,69.19,24.25,64.41,0,0.1417,0.0903,2.6604,74.75,74.62,17.51
2310,248,5,22.68,85.58,23.35,70.52,24.07,64.48,0,0.1411,0.0896,2.6604,74.78,74.65,17.69
2311,248,6,21.82,95.01,23,72.26,23.86,64.57,0,0.1404,0.0889,2.6604,74.85,74.68,17.74
2312,248,7,24.03,84.85,23.03,73.24,23.69,64.66,0,0.1397,0.0883,2.6604,74.84,74.71,17.98
2313,248,8,24.41,83.29,23.03,74.09,23.56,64.77,0,0.1391,0.0876,2.6604,74.84,74.74,18.16
2314,248,9,27.44,83.13,23.55,67.14,23.56,64.79,1,0.1384,0.0869,2.6604,74.74,74.74,17.1
2315,248,10,29.44,78.24,23.84,62.85,23.61,64.77,1,0.1377,0.0863,2.6604,74.69,74.73,16.33
2316,248,11,31.17,75.61,23.87,60.33,23.66,64.72,1,0.1371,0.0856,2.6604,74.68,74.72,15.73
2317,248,12,32.09,73.46,23.88,58.28,23.71,64.65,1,0.1364,0.0849,2.6604,74.68,74.71,15.19
2318,248,13,33.78,68.2,23.93,56.87,23.75,64.56,1,0.1357,0.0843,2.6604,74.67,74.7,14.86
2319,248,14,34.7,71.19,23.96,56.78,23.79,64.48,1,0.1351,0.0836,2.6604,74.67,74.7,14.86
2320,248,15,33.4,69.25,24,56.33,23.83,64.39,1,0.1344,0.0829,2.6604,74.66,74.69,14.77
2321,248,16,33.8,68.79,23.99,56.02,23.87,64.29,1,0.1337,0.0823,2.6604,74.66,74.68,14.68
2322,248,17,32.82,70.43,24.63,56.95,24.02,64.21,0,0.1331,0.0816,2.6604,74.56,74.66,15.53
2323,248,18,30.34,80,25,58.18,24.22,64.15,0,0.1324,0.0809,2.6604,74.5,74.62,16.22
2324,248,19,30.56,71.39,25.42,59.07,24.46,64.09,0,0.1317,0.0803,2.6604,74.45,74.59,16.84
2325,248,20,29.15,75.69,25.59,60.36,24.68,64.05,0,0.1311,0.0796,2.6604,74.43,74.55,17.35
2326,248,21,28.84,80.14,25.7,61.54,24.89,64.02,0,0.1304,0.0789,2.6604,74.41,74.52,17.76
2327,248,22,30.26,87.56,25.95,63.73,25.1,64.02,0,0.1297,0.0783,2.6604,74.39,74.49,18.55
2328,248,23,28.51,99,26.13,65.95,25.31,64.04,0,0.1291,0.0776,2.6604,74.37,74.46,19.27
2329,249,0,28.15,88.78,26.2,67.16,25.48,64.07,0,0.1284,0.0769,2.6604,74.36,74.44,19.63
2330,249,1,27.2,91.01,26.05,68.99,25.6,64.13,0,0.1277,0.0762,2.6604,74.37,74.43,19.92
2331,249,2,27.35,91.02,25.98,70.49,25.67,64.2,0,0.1271,0.0756,2.6604,74.38,74.42,20.2
2332,249,3,26.38,88.34,25.97,71.45,25.73,64.28,0,0.1264,0.0749,2.6604,74.38,74.41,20.41
2333,249,4,25.21,85.41,25.81,72.02,25.75,64.36,0,0.1257,0.0742,2.6604,74.4,74.41,20.38
2334,249,5,26.38,82.82,25.77,73.18,25.75,64.46,0,0.1251,0.0736,2.6604,74.41,74.41,20.61
2335,249,6,26.97,81.87,25.82,73.98,25.77,64.57,0,0.1244,0.0729,2.6604,74.4,74.41,20.83
2336,249,7,25.77,90.19,25.78,74.83,25.77,64.68,0,0.1237,0.0722,2.6604,74.41,74.41,20.97
2337,249,8,27.11,75.05,25.78,75.19,25.77,64.8,0,0.1231,0.0716,2.6604,74.4,74.41,21.06
2338,249,9,28.89,72.2,24.85,67.92,25.59,64.83,1,0.1224,0.0709,2.6604,74.53,74.43,18.52
2339,249,10,29.4,70.89,24.38,63.69,25.34,64.82,1,0.1217,0.0702,2.6604,74.6,74.46,17.05
2340,249,11,31.1,67.66,24.14,60.83,25.1,64.78,1,0.1211,0.0696,2.6604,74.64,74.49,16.11
2341,249,12,32.1,66.25,24.07,58.44,24.9,64.71,1,0.1204,0.0689,2.6604,74.65,74.52,15.41
2342,249,13,32.13,66.26,23.99,57.49,24.72,64.63,1,0.1197,0.0682,2.6604,74.66,74.55,15.08
2343,249,14,33.52,62.5,23.96,56.27,24.56,64.53,1,0.1191,0.0676,2.6604,74.67,74.57,14.72
2344,249,15,33.81,59.98,24.03,55.81,24.46,64.44,1,0.1184,0.0669,2.6604,74.66,74.59,14.66
2345,249,16,32.41,62.58,24.06,55.3,24.38,64.33,1,0.1177,0.0662,2.6604,74.65,74.6,14.54
2346,249,17,31.48,63.66,24.55,56.12,24.41,64.24,0,0.117,0.0656,2.6604,74.57,74.59,15.23
2347,249,18,30.78,66.18,25.06,56.84,24.54,64.16,0,0.1164,0.0649,2.6604,74.5,74.57,15.9
2348,249,19,30.05,74.89,25.41,58.14,24.71,64.09,0,0.1157,0.0642,2.6604,74.45,74.55,16.59
2349,249,20,29.84,67.92,25.71,58.94,24.91,64.04,0,0.115,0.0636,2.6604,74.41,74.52,17.08
2350,249,21,28.3,71.81,25.76,59.98,25.08,63.99,0,0.1144,0.0629,2.6604,74.41,74.49,17.4
2351,249,22,26.15,74.67,25.73,61.33,25.21,63.96,0,0.1137,0.0622,2.6604,74.41,74.48,17.73
2352,249,23,25.46,78.53,25.56,62.18,25.28,63.94,0,0.113,0.0616,2.6604,74.43,74.47,17.79
2353,250,0,24.29,81.93,25.34,63.5,25.29,63.94,0,0.1124,0.0609,2.6604,74.46,74.47,17.91
2354,250,1,25.25,86.1,25.23,64.95,25.28,63.95,0,0.1117,0.0602,2.6604,74.47,74.47,18.17
2355,250,2,24.72,87.7,25.05,66.47,25.23,63.98,0,0.111,0.0596,2.6604,74.5,74.47,18.37
2356,250,3,25.37,90.85,25,68.13,25.19,64.02,0,0.1104,0.0589,2.6604,74.51,74.48,18.71
2357,250,4,25.34,88.81,24.85,69.21,25.12,64.08,0,0.1097,0.0582,2.6604,74.53,74.49,18.83
2358,250,5,25.36,99,24.82,71.01,25.06,64.16,0,0.109,0.0576,2.6604,74.53,74.5,19.21
2359,250,6,26.73,84.68,24.88,71.83,25.02,64.24,0,0.1084,0.0569,2.6604,74.52,74.5,19.45
2360,250,7,26.73,83.23,24.95,72.15,25.01,64.33,0,0.1077,0.0562,2.6604,74.51,74.5,19.58
2361,250,8,26.87,80.15,25.03,73,25.01,64.43,0,0.107,0.0556,2.6604,74.5,74.5,19.85
2362,250,9,28.3,74.57,25.19,72.98,25.05,64.52,0,0.1064,0.0549,2.6604,74.48,74.5,20
2363,250,10,28.73,70.88,25.43,72.77,25.12,64.61,0,0.1057,0.0542,2.6604,74.45,74.49,20.18
2364,250,11,29,67.33,25.62,72.28,25.22,64.7,0,0.105,0.0536,2.6604,74.42,74.47,20.26
2365,250,12,30.49,64.11,25.89,71.9,25.36,64.78,0,0.1044,0.0529,2.6604,74.39,74.46,20.43
2366,250,13,31.06,63.86,26.27,71.71,25.54,64.86,0,0.1037,0.0522,2.6604,74.35,74.43,20.76
2367,250,14,30.9,64.42,26.5,71.98,25.73,64.94,0,0.103,0.0516,2.6604,74.33,74.41,21.04
2368,250,15,32.09,63.33,26.87,71.59,25.96,65.01,0,0.1024,0.0509,2.6604,74.29,74.38,21.31
2369,250,16,30.5,61.27,27.06,70.92,26.18,65.07,0,0.1017,0.0502,2.6604,74.28,74.36,21.34
2370,250,17,29.07,64.84,27.1,70.85,26.36,65.14,0,0.101,0.0496,2.6604,74.28,74.34,21.35
2371,250,18,26.88,62.28,26.94,70.58,26.48,65.2,0,0.1004,0.0489,2.6604,74.29,74.33,21.13
2372,250,19,25.07,65.91,26.73,70.25,26.53,65.26,0,0.0997,0.0482,2.6604,74.31,74.33,20.86
2373,250,20,23.19,68.57,26.29,69.81,26.48,65.31,0,0.099,0.0476,2.6604,74.35,74.33,20.34
2374,250,21,22.35,73.83,25.9,70.07,26.37,65.36,0,0.0984,0.0469,2.6604,74.39,74.34,20.03
2375,250,22,21.14,77.64,25.4,70.43,26.17,65.42,0,0.0977,0.0462,2.6604,74.45,74.36,19.63
2376,250,23,22.23,81.52,25.08,71.39,25.95,65.48,0,0.097,0.0456,2.6604,74.49,74.39,19.54
2377,251,0,19.96,93.76,24.65,73.15,25.69,65.57,0,0.0964,0.0449,2.6604,74.55,74.42,19.52
2378,251,1,21.02,86.67,24.29,74.28,25.41,65.66,0,0.0957,0.0442,2.6604,74.61,74.45,19.42
2379,251,2,19.86,86.28,23.82,74.63,25.1,65.76,0,0.095,0.0436,2.6604,74.69,74.49,19.04
2380,251,3,20.41,90.31,23.48,75.48,24.77,65.87,0,0.0944,0.0429,2.6604,74.75,74.54,18.89
2381,251,4,21.19,90.93,23.17,76.55,24.45,65.99,0,0.0937,0.0422,2.6604,74.81,74.59,18.82
2382,251,5,22,91.24,22.92,77.33,24.14,66.12,0,0.093,0.0416,2.6604,74.86,74.64,18.74
2383,251,6,23.89,92.37,22.88,78.02,23.89,66.25,0,0.0924,0.0409,2.6604,74.87,74.68,18.85
2384,251,7,24.08,99,22.95,79.8,23.7,66.4,0,0.0917,0.0402,2.6604,74.86,74.71,19.28
2385,251,8,26.47,88.68,23.13,80.75,23.59,66.56,0,0.0969,0.0396,2.6604,74.82,74.73,19.64
2386,251,9,26.63,83.99,23.64,71.9,23.6,66.62,1,0.0956,0.0389,2.6604,74.72,74.73,18.27
2387,251,10,27.21,82.79,23.86,66.13,23.65,66.61,1,0.0943,0.0382,2.6604,74.68,74.72,17.15
2388,251,11,27.96,81.29,23.92,61.78,23.71,66.56,1,0.0929,0.0376,2.6604,74.67,74.71,16.14
2389,251,12,28.91,76.79,24.02,59.42,23.77,66.48,1,0.0916,0.0369,2.6604,74.66,74.7,15.62
2390,251,13,28.64,74.29,24,57.89,23.81,66.38,1,0.0903,0.0362,2.6604,74.66,74.69,15.2
2391,251,14,28.25,71.95,23.96,56.81,23.84,66.28,1,0.0889,0.0356,2.6604,74.67,74.69,14.87
2392,251,15,28.16,73.4,24.07,56.48,23.89,66.17,1,0.0889,0.0349,2.6604,74.65,74.68,14.88
2393,251,16,26.5,68.44,24.05,55.95,23.92,66.06,1,0.0889,0.0342,2.6604,74.65,74.67,14.72
2394,251,17,26.33,72.49,24.11,56.94,23.96,65.95,0,0.0889,0.0336,2.6604,74.64,74.67,15.04
2395,251,18,24.96,70.82,24.08,58.06,23.98,65.87,0,0.0889,0.0329,2.6604,74.65,74.66,15.32
2396,251,19,24.89,71.46,24.07,58.54,24,65.78,0,0.0889,0.0322,2.6604,74.65,74.66,15.44
2397,251,20,23.26,75.21,23.96,59.6,23.99,65.72,0,0.0889,0.0316,2.6604,74.67,74.66,15.62
2398,251,21,23.6,75.91,23.86,60.88,23.97,65.66,0,0.0889,0.0309,2.6604,74.68,74.67,15.85
2399,251,22,23.16,77.99,23.73,61.92,23.92,65.62,0,0.0889,0.0302,2.6604,74.71,74.67,15.99
2400,251,23,23.57,78.85,23.58,62.79,23.85,65.59,0,0.0889,0.0296,2.6604,74.73,74.69,16.08
